Pokedex_number,ImageLocation,Caption
183,dataset/images/183.png,"Marill is a small, blue, bipedal semi-aquatic rodent Pokémon. It has a nearly spherical shape with a white belly and it has round ears with red insides. These sensitive ears can detect distant sounds. Marill's arms and feet are short and possess no visible digits. There is a blue, bubble-like ball at the tip of its zigzagging black tail. The tail is flexible and configured to stretch, and the ball is full of oil that acts as a buoy to help keep Marill afloat. The ball at the tip of its tail can glow when Marill attacks. In the Pokémon the Series: Ruby and Sapphire episode Abandon Ship!, Marill was shown to be able to bounce on its tail. In the TCG, Marill is shown to rapidly spin its tail, seemingly readying for an attack.
"
184,dataset/images/184.png,"Azumarill is a blue, bipedal semiaquatic leporine Pokémon that has an ovoid body. The lower half of its body is white with a white, bubble-like pattern above it, which helps to camouflage it in water. It has elongated, rabbit-like ears with red insides and circular eyes. When in the water, it rolls up its ears to prevent the insides from becoming wet. Its arms and feet are short with rounded ends and no discernible digits. It has a black zigzagging tail with a blue, bubble-like tip. The tip of its tail tends to glow when it attacks or is excited.
"
185,dataset/images/185.png,"Sudowoodo is a Pokémon that has a brown, log-shaped body with yellow spots. It has short legs with toeless feet, and thin forelegs with three green spheres at the ends of its fingers. It has a forked ""branch"" on top of its head, which is shorter on the female than on the male. Despite its appearance, Sudowoodo's composition is closer to a rock than a plant. Originally, it was incorrectly believed to be a Grass-type.
"
186,dataset/images/186.png,"Politoed is a green, bipedal, amphibian Pokémon with yellow hands, belly, throat, and toes that resembles a frog. It has a long, curled hair on top of its head and pink cheek spots that are smaller on the female than on the male. There is a green swirl on its belly. Its legs are well developed and it has bulbous toes and fingers.
"
187,dataset/images/187.png,"Hoppip is a round, pink plant Pokémon with long green leaves growing on top of its head. The leaves on its head have ragged edges, similar to a dandelion. It has big, triangular ears with dark insides, and beady yellow eyes that lack pupils. Its arms and legs are stubby, and it has a short tail with a rounded tip. There is a circular yellow pad on the underside of each foot.
"
188,dataset/images/188.png,"Skiploom is a plant Pokémon that has a round, green body with stubby arms, feet, and tail. It has large, flat ears on the sides of its head and oval, orange eyes with no pupils. On top of its head is a yellow bloom with a white center. Skiploom spreads its petals to absorb as much sunlight as possible. The bloom on top of its head opens and closes as the temperature fluctuates and its flower blossoms when the temperature rises above 64 °F (18 °C). Because of this, it is sometimes used as a thermometer. It floats in the air to try to get closer to the sun, but closes its flower and immediately hides under the shade of a tree when it rains. If the weather gets too cold, Skiploom will fly away and migrate to warmer regions so that it can photosynthesize. Some people claim to be able to determine a Skiploom's birth location by the scent coming off of its flower. Skiploom lives in temperate grasslands. As seen in the games, the bloom on its head can turn clockwise.
"
189,dataset/images/189.png,"Jumpluff is a round, blue plant Pokémon with red, pupilless, beady eyes, two small, round feet, and a tail. Three cotton puffs, almost as large as the body itself, extend off it: one on each arm, and one on top of its head. These puffs produce cotton spores that Jumpluff can use to float in the air, and it can control its flight even in a hurricane. Three to four leaves grow at the base of the top puff.
"
190,dataset/images/190.png,"Aipom is a simian Pokémon with a three-fingered hand at the end of its tail. Its fur is purple, while the skin of its face, inner ears, belly, feet, and the tip of its tail are beige. Its face usually has a cheeky smile and round, blue eyes. With its round ears, Aipom's head is disproportionately large compared to its body. Atop its head is a cowlick that is longer on females than males. Unlike its feet, Aipom's arms are simple, purple stubs.
"
191,dataset/images/191.png,"Sunkern is a mostly yellow, seed-like Pokémon with a small sprout growing out of its top. It has triangular, spike-like protrusions on top of its head, encircling the sprout. Its body has three broad, brown, vertical stripes. Two of the stripes start jaggedly above Sunkern's dark eyes and continue downward. The other stripe is directly below Sunkern's mouth. Since Sunkern's eyelids are brown, the brown streak patterning appears uninterrupted when Sunkern's eyes are closed. Its beady eyes are black with white pupils.
"
192,dataset/images/192.png,"Sunflora is a plant Pokémon with a sunflower-like design, having a green trunk and limbs. Its head is circular and cream-colored, with yellow petals growing along the rim. The petals become more vivid as the weather becomes warmer. Sunflora's face has two eyes that appear perpetually closed, and a thin line running vertical beside each eye. Sunflora has leaves extending like arms from its round body and two toes on each foot.
"
